run,scale,cfg_epochs,reached_epoch,status,auc_hr,auc_lr,auc_sr,efficiency,recovery,bkg_rej_sr_at_50,sr_hr_pearson,ece_sr
2026-06-23_datasets_16x_baseline,16,5,5,undertrained (recovery<0: SR worse than bicubic),0.6979565179371707,0.5679338915243862,0.5394076689329514,0.7728385007810878,-0.21939429604253813,2.407843137254902,0.07127107849651951,0.1688116723101986
2026-06-23_datasets_32x_baseline,32,5,5,undertrained (recovery<0: SR worse than bicubic),0.6979565179371707,0.5257880987254882,0.5181967732767855,0.7424485049703813,-0.04409243857532935,2.1393728222996518,0.07435657764252439,0.22373892812689472
2026-06-23_datasets_64x_baseline,64,20,20,trained,0.6979565179371707,0.5432607174868286,0.6982270511335068,1.0003876075219351,1.0017488076311607,4.548148148148148,0.8448462694742992,0.08567350459985498
2026-06-24_datasets_32x_baseline,32,20,20,trained,0.6979565179371707,0.5257880987254882,0.5632829066742453,0.8070458433987308,0.21777982350326952,2.537190082644628,0.2677543406445883,0.21085397506302053
2026-06-28_datasets_64x_local_64x_50ep,64,50,50,trained,0.6979565179371707,0.5432607174868286,0.6957690247688171,0.9968658603908179,0.9858593888005651,4.687022900763359,0.892783693882303,0.10612602115662631
2026-07-01_datasets_16x_local_16x_30ep,16,30,23,partial (stopped before configured epochs),0.6979565179371707,0.5679338915243862,0.5912079443849332,0.8470555531629165,0.17900002101679227,2.9661835748792273,0.1786304868105705,0.11637707226409401
2026-07-01_datasets_32x_local_32x_30ep,32,30,30,trained,0.6979565179371707,0.5257880987254882,0.5870215114880966,0.8410574246416588,0.35565995809789824,2.923809523809524,0.31166494190001465,0.17778614100592197
2026-07-03_datasets_16x_local_16x_cached_5ep,16,5,5,undertrained (few epochs),0.6979565179371707,0.5679338915243862,0.5982909953435498,0.8572038228281254,0.23347554696202244,3.3369565217391304,0.24588569162960439,0.12194769971134246
